	S15	S3	S17	S18	S10	S30	S2	S11	S20	S26	S16	S35	S23	S21	S1	S24	S39	S8	S31	S19	S12	S9	S22	S37	S29	S7	S32	S14	S4	S36	S5	S25	S27	S40	S33	S28	S6	S13
K07181: putative signal transduction protein containing EAL and modified HD-GYP domains	60	60	31	16	43	42	135	33	27	125	47	73	19	19	45	34	49	53	1	20	63	43	28	40	50	64	16	9	11	54	56	250	138	44	24	21	48	33
K07180: serine protein kinase	24	23	18	4	8	77	31	24	77	6	21	26	44	22	77	52	11	67	3	12	40	26	63	9	88	51	24	55	96	26	23	12	7	3	77	47	250	52
K07186: membrane protein	0	24	10	73	0	0	18	15	0	86	0	23	28	81	11	123	2	0	195	5	1	0	81	6	10	50	119	242	90	47	2	35	41	2	59	0	380	351
K07185: tryptophan-rich sensory protein	417	288	232	377	424	251	403	367	331	637	254	354	480	204	218	257	264	448	193	89	693	331	294	263	230	400	170	132	74	328	343	336	182	436	316	453	186	109
K07184: SH3 domain protein	0	24	10	73	0	0	19	15	0	86	0	23	28	84	12	123	2	1	195	5	1	0	84	6	10	50	120	242	90	47	2	35	41	2	59	0	380	351
K09800: hypothetical protein	10	54	44	86	13	88	86	33	5	92	102	79	48	107	56	154	93	30	197	30	45	38	130	32	70	108	147	257	123	54	53	38	325	47	67	55	403	405
K09801: hypothetical protein	6	34	35	78	9	85	78	25	1	91	76	73	48	96	52	146	64	16	196	17	13	11	118	25	49	79	128	257	123	48	48	35	298	36	65	51	398	392
K09802: hypothetical protein	1	24	14	74	1	5	113	16	2	90	154	47	31	101	176	128	103	2	195	94	1	2	87	70	15	70	126	262	109	47	11	35	47	5	59	0	384	351
K09803: hypothetical protein	38	147	83	5	34	9	13	76	30	174	23	133	10	16	22	23	82	259	1	13	36	95	28	46	13	47	20	15	105	137	47	287	14	204	11	64	15	23
K09804: hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09805: hypothetical protein	2	4	6	6	5	0	2	8	4	0	4	0	0	0	1	3	7	5	0	1	4	10	7	5	0	3	18	0	2	4	4	0	0	2	0	3	0	1
K09806: hypothetical protein	19	26	16	76	4	16	28	18	3	88	7	26	31	73	4	100	2	7	189	5	1	4	76	27	17	52	119	242	92	48	9	36	28	5	54	3	356	365
K09807: hypothetical protein	273	204	296	317	423	246	233	345	391	341	223	378	175	346	213	277	358	354	442	87	447	366	384	296	400	487	383	653	222	347	270	409	106	271	278	224	391	582
K09808: lipoprotein-releasing system permease protein	778	485	771	1132	796	359	425	896	685	576	926	429	790	613	839	634	642	553	1105	2479	562	782	821	590	218	624	794	1535	484	428	925	691	439	531	769	587	961	806
K09809: CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]	3	1	16	5	0	16	60	1	4	17	7	28	22	3	9	11	7	3	5	0	9	1	3	8	10	2	7	0	8	0	7	2	0	1	234	315	4	1
K10912: two-component system, repressor protein LuxO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10913: TetR/AcrR family transcriptional regulator, hemagglutinin/protease regulatory protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10914: CRP/FNR family transcriptional regulator, cyclic AMP receptor protein	34	189	49	97	161	68	166	70	81	480	46	188	58	143	56	224	143	161	230	27	286	21	152	102	102	203	142	249	105	231	112	341	78	120	109	63	393	388
K10915: CAI-1 autoinducer synthase [EC:2.3.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10916: two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3 3.1.3.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10917: PadR family transcriptional regulator, regulatory protein AphA	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
K11358: aspartate aminotransferase [EC:2.6.1.1]	417	562	515	100	415	779	933	320	651	1187	447	860	303	333	543	645	553	844	68	159	798	348	377	624	859	449	208	171	242	774	481	970	245	783	783	1020	136	126
K11355: two-component system, chemotaxis family, response regulator Rcp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11354: two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11357: two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	1	1	4
K11356: two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04069: pyruvate formate lyase activating enzyme [EC:1.97.1.4]	2104	3392	2077	1563	2476	2592	3375	2156	2677	3661	2129	3298	1969	1769	2284	2411	2641	2950	1420	2736	3241	2417	2100	2591	2366	2502	1655	1659	1913	2904	2302	3382	1697	3495	2885	3771	1623	1619
K04068: anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]	1208	1423	1273	1117	1346	1396	1462	1261	1360	1904	1224	1641	1052	1108	1226	1325	1321	1391	987	567	1287	1156	1142	1256	1406	1103	951	932	1073	1578	1406	1921	1034	1589	1700	2085	731	692
K04065: hyperosmotically inducible periplasmic protein	0	27	9	75	2	1	22	17	1	87	9	17	27	72	6	98	1	9	188	5	17	17	70	2	13	74	114	242	92	47	10	35	27	3	54	2	355	355
K04064: osmotically inducible lipoprotein OsmE	0	14	4	0	1	0	2	4	0	0	0	7	0	0	0	17	1	0	0	2	0	0	5	0	1	22	7	41	80	10	4	0	1	0	3	0	193	35
K04067: primosomal replication protein N'' or primosomal replication protein N"	0	24	10	73	0	0	19	17	1	86	0	23	28	84	12	123	2	1	195	5	1	0	84	6	10	50	120	242	90	47	2	35	41	2	59	0	380	351
K04066: primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.1.-] or primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]	1242	1184	1120	854	1087	1160	1352	979	1228	1480	1119	1362	1146	911	1134	1162	1161	1433	778	1479	1342	1056	1018	1147	982	1062	877	996	969	1258	1120	1263	953	1349	1276	1566	747	754
K04061: flagellar biosynthesis protein	66	54	33	15	44	137	159	40	113	140	65	87	67	39	133	51	44	100	4	971	69	45	99	42	129	36	36	92	34	63	63	257	144	40	82	62	92	27
K09716: hypothetical protein	0	0	0	1	0	2	7	0	1	2	0	4	0	1	2	0	0	0	0	2	2	4	0	0	0	0	0	1	0	0	0	0	14	2	5	0	23	6
K04063: osmotically inducible protein OsmC	105	32	6	0	1	1	5	6	4	2	0	8	209	0	7	22	1	100	2	3	238	14	6	1	7	90	7	44	82	11	7	0	1	2	5	4	200	60
K04062: osmotically inducible lipoprotein OsmB	1	1	9	74	3	2	22	7	0	90	0	19	29	90	18	123	0	0	201	6	1	1	77	10	15	10	111	166	89	31	14	35	54	5	62	3	125	298
K10006: glutamate transport system permease protein	13	9	33	1	1	33	3	2	12	19	5	36	4	0	2	3	3	6	1	6	6	1	0	3	1	2	5	15	23	0	4	14	3	2	2	0	4	0
K10007: glutamate transport system permease protein	13	9	33	1	2	33	3	2	12	19	5	36	4	0	2	3	3	6	1	6	6	1	0	3	1	2	5	15	23	1	6	14	3	2	2	0	5	0
K10004: glutamate/aspartate transport system ATP-binding protein [EC:3.6.3.-]	6	34	32	78	9	85	78	25	1	90	76	66	47	87	44	121	64	16	189	14	13	11	99	20	48	77	123	257	123	48	50	35	284	34	56	51	369	399
K10005: glutamate transport system substrate-binding protein	13	9	33	1	2	33	3	2	12	19	5	36	4	0	2	3	3	6	1	6	6	1	0	3	1	2	5	15	23	1	6	14	3	2	2	0	5	0
K10002: glutamate/aspartate transport system permease protein	6	34	32	78	9	85	78	25	1	90	76	66	47	87	44	121	64	16	189	14	13	11	99	20	48	77	123	257	123	48	50	35	284	34	56	51	369	399
K10003: glutamate/aspartate transport system permease protein	6	34	32	78	9	85	78	25	1	90	76	66	47	87	44	121	64	16	189	13	13	11	99	20	48	77	123	257	123	48	50	35	284	34	56	51	369	396
K10000: arginine transport system ATP-binding protein [EC:3.6.3.-]	0	24	10	73	0	0	18	15	0	86	0	23	28	81	11	119	2	0	195	5	1	0	84	6	10	50	119	242	90	47	2	35	41	2	59	0	380	351
K10001: glutamate/aspartate transport system substrate-binding protein	6	34	33	79	11	87	89	25	1	90	77	70	47	87	44	123	64	16	190	14	14	12	108	22	59	80	123	257	126	51	59	36	286	40	56	55	386	397
K09717: hypothetical protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10008: glutamate transport system ATP-binding protein [EC:3.6.3.-]	124	37	57	5	7	116	58	10	14	19	80	112	232	15	50	26	65	121	3	17	255	26	26	22	36	94	13	33	55	0	42	14	260	33	3	50	16	55
K10009: cystine transport system permease protein	0	14	4	0	0	0	1	6	1	0	0	7	0	0	0	17	1	0	0	2	0	0	0	0	0	22	7	41	80	10	1	0	0	0	2	0	194	35
K02491: two-component system, sporulation sensor kinase A [EC:2.7.13.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
K14588: blue copper oxidase	0	24	8	73	0	0	17	15	0	85	0	16	27	72	3	93	1	0	188	2	0	0	63	0	9	48	114	241	90	46	2	34	26	1	50	0	350	351
K14581: naphthalene 1,2-dioxygenase system ferredoxin--NAD(+) reductase component [EC:1.18.1.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13678: monoglucosyldiacylglycerol glycosyltransferase [EC:2.4.1.-]	0	4	3	1	2	5	3	0	1	3	14	0	1	18	8	1	0	2	3	12	0	2	0	0	2	1	0	8	0	1	2	2	24	2	0	0	55	6
K13679: granule-bound starch synthase [EC:2.4.1.242]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11633: two-component system, OmpR family, sensor histidine kinase YxdK [EC:2.7.13.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13670: putative glycosyltransferase [EC:2.4.-.-] or alpha-1,6-mannosyltransferase [EC:2.4.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13671: alpha-1,2-mannosyltransferase [EC:2.4.1.-]	0	0	3	1	3	2	8	0	0	1	0	1	1	1	1	0	0	0	2	4	1	1	0	0	0	0	0	2	0	1	0	0	5	0	2	0	12	2
K11987: prostaglandin-endoperoxide synthase 2 [EC:1.14.99.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11636: putative ABC transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11634: two-component system, OmpR family, response regulator YxdJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13582: localization factor PodJL	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	1	1	4
K13583: GcrA cell cycle regulator	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	6	0	3	1	0	0	0	1	4	0	0	0	0	1	2	12
K13580: magnesium chelatase subunit ChlD-like protein	0	0	0	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	4	0	0	0	0	0	1	1
K13581: modification methylase [EC:2.1.1.72]	0	0	2	1	0	2	4	0	0	0	0	1	0	18	0	1	0	4	0	6	0	0	5	0	5	1	2	0	14	1	2	1	5	0	0	1	3	8
K13586: holdfast attachment protein HfaB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13587: two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0	3	1	0	0	0	1	2	0	0	0	0	1	1	8
K13584: two-component system, cell cycle response regulator CtrA	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0	3	1	0	0	0	1	2	0	0	0	0	1	1	8
K13585: holdfast attachment protein HfaA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13588: histidine phosphotransferase ChpT	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0	3	1	0	0	0	1	2	0	0	0	0	1	1	8
K13589: two-component system, cell cycle response regulator CpdR	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0	3	1	0	0	0	1	2	0	0	0	0	1	1	8
K02052: putative spermidine/putrescine transport system ATP-binding protein	78	85	63	111	224	166	283	92	159	520	77	264	78	158	94	225	200	318	195	42	566	29	245	173	168	346	136	277	119	255	56	79	77	75	133	56	368	430
K02053: putative spermidine/putrescine transport system permease protein	107	91	187	116	230	227	309	99	188	531	129	304	99	211	129	275	209	408	204	61	652	47	299	240	229	373	154	283	120	364	113	116	106	118	152	74	406	443
K02050: sulfonate/nitrate/taurine transport system permease protein	2012	1891	1285	497	1828	2253	3340	1155	2233	3806	1570	2812	1697	1045	1798	2376	2156	3705	372	3475	4405	1276	1637	1938	2200	2490	774	1003	1274	2545	1251	2312	1587	2328	1744	1996	1313	1233
K02051: sulfonate/nitrate/taurine transport system substrate-binding protein	1765	1882	1372	678	1650	2105	2696	1189	1939	2912	1733	2397	2010	1126	1856	2148	2100	3112	539	3524	3812	1537	1646	1785	2056	2369	1169	966	1800	2187	1470	2377	1874	1982	1551	1780	1332	1287
K02056: simple sugar transport system ATP-binding protein [EC:3.6.3.17]	1216	1533	1074	440	1725	1756	2964	981	1743	3579	1149	2277	971	1009	1240	1559	1866	2986	324	4250	4015	963	1316	1800	1860	2279	559	974	788	2252	1122	1816	1048	2220	1444	1964	936	995
K05553: 3-oxoacyl-ACP synthase acyl carrier protein or act minimal PKS acyl carrier protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02054: putative spermidine/putrescine transport system permease protein	78	85	66	111	221	165	278	92	159	521	76	242	79	167	102	251	200	318	202	42	566	29	234	175	165	347	141	277	117	254	47	79	103	74	141	54	388	431
K02055: putative spermidine/putrescine transport system substrate-binding protein	76	85	64	110	223	168	284	97	162	520	78	235	79	174	92	217	195	318	195	46	564	28	249	173	170	346	137	277	125	254	55	79	82	62	133	56	359	429
K02058: simple sugar transport system substrate-binding protein	521	1066	499	206	635	799	1156	510	701	1508	560	1262	580	427	639	845	933	1113	248	2070	1479	607	627	774	635	899	336	602	543	981	534	1283	727	1181	774	1088	769	664
K02059: putative sulfate transport system ATP-binding protein	2	1	1	1	1	0	0	3	2	8	0	2	0	0	0	0	7	0	0	0	2	1	1	0	0	0	0	0	8	2	0	2	0	20	0	0	0	0
K05558: pyridoxamine 5'-phosphate oxidase family protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05559: multicomponent K+:H+ antiporter subunit A	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	2	0	0	1	1	3	0	0	0	3	0	2	7
K03895: aerobactin synthetase subunit beta [EC:6.3.2.27]	0	14	4	0	0	0	1	4	0	0	0	7	0	0	0	17	1	0	0	1	0	0	0	0	0	22	7	41	0	10	0	0	0	0	2	0	193	35
K03894: aerobactin synthetase subunit alpha [EC:6.3.2.27]	0	14	4	0	0	0	1	4	0	0	0	7	0	0	0	17	1	0	0	1	0	0	0	0	0	22	7	41	0	10	0	0	0	0	2	0	193	35
K03897: lysine N6-hydroxylase [EC:1.14.13.59]	0	14	4	0	0	0	1	4	0	0	0	7	0	0	0	20	1	0	0	1	0	0	0	0	0	22	7	41	0	10	0	0	0	0	7	0	195	38
K03896: acetyl CoA:N6-hydroxylysine acetyl transferase [EC:2.3.1.102]	0	14	4	0	0	0	1	4	0	0	0	7	0	0	0	17	1	0	0	1	0	0	0	0	0	22	7	41	0	10	0	0	0	0	2	0	193	35
K03891: ubiquinol-cytochrome c reductase cytochrome b subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K03890: ubiquinol-cytochrome c reductase iron-sulfur subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K03893: arsenical pump membrane protein	0	14	4	0	0	0	2	6	1	3	0	7	1	0	0	14	1	0	0	2	0	0	2	0	0	23	7	41	0	10	4	0	1	0	5	0	193	46
K03892: ArsR family transcriptional regulator	1380	1366	1060	404	951	1953	2158	656	1329	2305	1135	1705	1418	791	1204	1355	1084	2007	381	2278	2407	878	1028	1293	2305	1206	554	772	500	1551	1220	1815	1101	1602	1660	2251	767	844
K02423: flagellar protein FliT	1	24	9	73	2	1	19	15	0	88	0	16	27	72	3	97	1	0	188	2	0	0	71	0	10	49	114	241	10	47	9	35	27	1	52	0	352	361
K05342: alpha,alpha-trehalose phosphorylase [EC:2.4.1.64]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05341: amylosucrase [EC:2.4.1.4]	119	53	247	36	208	414	370	79	228	443	177	209	84	225	157	154	157	326	11	72	472	65	141	332	603	220	57	87	100	302	260	266	53	283	184	319	17	56
K12989: mannosyltransferase [EC:2.4.1.-]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3
K12988: alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K02420: flagellar biosynthetic protein FliQ	136	110	71	109	159	203	358	93	212	426	130	185	128	158	215	215	149	312	195	998	378	87	223	133	227	259	170	344	48	217	85	315	207	91	177	92	450	428
K12981: KDO transferase III [EC:2.-.-.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12980: lipid A oxidase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
K12983: UDP-glucose:(glucosyl)LPS beta-1,3-glucosyltransferase [EC:2.4.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12982: heptosyltransferase I [EC:2.4.-.-]	11	16	12	0	0	78	12	5	7	2	1	37	13	18	23	36	2	6	7	4	2	4	36	8	103	9	7	4	14	45	21	1	33	1	10	2	35	2
K12985: (galactosyl)LPS 1,2-glucosyltransferase [EC:2.4.1.-]	0	14	4	0	0	0	0	4	0	0	0	7	0	0	0	13	1	0	0	0	0	0	0	0	0	22	7	41	0	10	0	0	0	0	2	0	187	32
K12984: (heptosyl)LPS beta-1,4-glucosyltransferase [EC:2.4.1.-]	0	0	3	0	0	0	1	0	0	1	0	6	1	9	8	30	0	4	7	5	1	0	22	5	1	1	5	0	80	0	1	0	14	1	9	0	37	3
K12987: alpha-1,6-rhamnosyltransferase [EC:2.4.1.-]	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02426: cysteine desulfuration protein SufE	551	613	578	768	604	273	257	667	515	413	506	349	759	592	531	571	557	434	883	312	519	644	600	444	295	601	737	967	785	522	613	537	322	515	553	371	839	875
K13854: MFS transporter, SP family, glucose uniporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03098: outer membrane lipoprotein Blc	299	87	42	92	16	9	35	56	67	90	52	69	483	77	39	97	29	249	194	51	506	98	104	28	10	203	172	572	175	45	136	202	26	33	115	8	248	365
K13853: 3-deoxy-7-phosphoheptulonate synthase / chorismate mutase [EC:2.5.1.54 5.4.99.5]	19	5	5	2	4	58	8	8	70	1	14	1	23	1	56	3	8	60	4	8	38	20	46	5	15	14	7	7	3	0	0	3	0	1	72	39	6	39
K03095: SprT-like protein	0	2	6	1	3	3	9	1	1	5	0	2	1	2	3	3	1	2	5	16	0	1	1	2	3	2	1	2	0	2	0	5	43	1	1	0	17	12
K05344: glucose-1-phosphate phosphodismutase [EC:2.7.1.41]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	2	0
K03091: RNA polymerase sporulation-specific sigma factor	2372	2516	1997	526	1754	3244	4033	1305	2543	4769	1992	3616	1442	1438	2143	2601	2058	3479	307	639	3021	1514	1669	2626	3640	1683	809	673	752	3224	2125	4287	1460	3358	2999	4502	828	660
K03090: RNA polymerase sigma-B factor	26	9	28	4	5	65	19	9	75	2	16	14	24	3	59	6	8	66	4	13	40	25	46	5	17	17	14	7	73	0	3	17	18	5	78	39	31	13
K03093: RNA polymerase sigma factor	105	38	34	18	117	222	155	51	272	87	81	52	91	61	205	63	102	323	9	47	367	73	177	86	121	181	34	26	26	74	12	26	17	24	256	139	19	38
K03092: RNA polymerase sigma-54 factor	606	815	739	758	832	644	749	780	678	838	751	670	867	627	708	749	805	729	734	1323	939	778	702	632	830	818	704	857	871	767	855	863	792	726	876	884	590	632
K06113: arabinan endo-1,5-alpha-L-arabinosidase [EC:3.2.1.99]	315	600	491	691	750	305	96	807	468	298	233	176	430	514	317	329	426	326	651	131	257	476	521	437	297	384	339	90	566	506	494	140	246	452	495	506	155	182
K09632: chymotrypsin-like protease [EC:3.4.21.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02429: MFS transporter, FHS family, L-fucose permease	1013	1392	1674	2065	2021	809	457	2028	1543	924	1041	1005	1245	1446	1166	1022	1255	969	1965	625	815	1695	1460	1272	813	1206	1433	1281	1596	1344	1720	1305	642	1418	1420	1309	828	813
K06118: UDP-sulfoquinovose synthase [EC:3.13.1.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K05716: cyclic 2,3-diphosphoglycerate synthetase [EC:4.6.1.-]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04844: hypothetical glycosyl hydrolase [EC:3.2.1.-]	27	35	19	12	102	43	118	25	61	68	33	43	13	35	33	62	78	148	1	16	262	11	39	68	66	160	15	46	1	82	9	14	9	8	40	19	188	58
K11632: bacitracin transport system permease protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
K11630: two-component system, OmpR family, bacitracin resistance response regulator BceR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
K11631: bacitracin transport system ATP-binding protein	0	11	0	0	0	0	0	3	4	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	3	3
K11637: two-component system, CitB family, sensor histidine kinase CitS [EC:2.7.13.3]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
K11635: putative ABC transport system ATP-binding protein	0	94	0	0	12	3	0	26	3	0	0	44	4	1	7	0	26	0	0	0	1	53	9	29	7	16	1	0	0	9	11	25	0	74	0	2	0	0
K11638: two-component system, CitB family, response regulator CitT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
K11639: Mg2+/citrate complex secondary transporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07572: putative nucleotide binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07573: exosome complex component CSL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07570: general stress protein 13	9	15	15	30	17	32	56	21	11	22	32	40	28	30	33	39	8	20	10	17	3	20	7	12	76	16	20	21	15	22	13	26	62	10	21	12	62	49
K07571: S1 RNA binding domain protein	279	87	83	33	85	313	268	53	173	77	145	186	135	158	132	139	68	216	7	71	182	90	117	265	317	124	64	27	44	103	63	51	231	99	111	248	99	53
K07576: metallo-beta-lactamase family protein	540	572	458	106	417	690	940	302	572	1171	404	818	470	313	465	614	542	876	65	148	1000	346	336	642	780	504	187	146	138	772	474	962	233	801	703	965	86	148
K07577: putative mRNA 3-end processing factor	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	5	1	3	2	0	0	1	0	4	0	0	0	1	1	1	8
K07574: putative RNA-binding protein containing KH domain or RNA-binding protein	605	628	536	210	474	940	1084	351	715	1334	534	1045	417	472	602	856	543	925	272	1145	834	376	530	686	990	520	341	513	354	898	511	1047	449	808	878	1118	612	537
K07575: PUA domain protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07578: homologs of the eukaryotic argonaute protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
